N,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,NFloor,New,Price,Tel,Totsp,Walk,rooms
5077,0,1,12.117413387998907,6,40,18.0,150896959,340.0,15.0,40,0,120000000,1,440.0,1,5.0
5078,1,1,9.99297643924786,6,6,7.0,150762073,30.4,10.0,8,0,10200000,,47.6,0,2.0
5079,1,1,13.650180814761438,6,5,,150967184,,7.0,7,1,10224144,,75.6,0,3.0
5080,1,0,23.198121780194718,6,8,9.0,149796860,46.5,10.0,15,0,10250000,0,80.0,1,3.0
5081,1,0,23.198121780194718,6,10,8.7,138860306,46.7,13.0,11,0,10250000,1,79.5,1,3.0
5082,1,1,13.650180814761438,6,3,,150967160,,7.0,7,1,10251192,,75.8,0,3.0
5083,1,1,12.268987267844656,6,8,,150024047,,1.0,20,1,10262452,,53.4,1,1.0
5084,1,0,6.9044762843113165,6,1,,149303337,45.0,24.0,9,0,10290000,1,60.0,1,3.0
5085,0,1,10.179532364340549,6,2,6.0,150638470,36.0,7.0,8,0,10300000,,54.0,1,3.0
5086,1,0,12.719102134754934,6,14,8.0,150805576,45.1,16.0,16,0,10300000,,65.0,1,3.0
5087,1,1,11.760768129233579,6,17,12.0,150594254,18.0,15.0,19,0,10300000,1,43.0,1,1.0
5088,1,1,9.656205187415026,6,3,11.0,150793202,18.0,2.0,17,0,10340000,1,38.0,0,1.0
5089,1,0,19.67936600042661,6,21,10.0,149608158,45.0,7.0,22,0,10350000,1,78.0,1,3.0
5090,1,0,24.884873490980578,6,5,10.5,150468989,46.0,8.0,10,0,10350000,0,85.0,1,3.0
5091,1,1,12.268987267844656,6,9,,150024045,,1.0,20,1,10357525,,51.2,1,1.0
5092,1,1,13.650180814761438,6,5,15.0,151052704,45.0,,7,1,10381000,,68.3,,3.0
5093,1,,13.948205904609356,6,9,6.6,149368162,42.2,12.0,9,0,10399000,1,58.7,1,3.0
5094,1,0,23.53202366505524,6,11,9.5,146308456,44.0,5.0,17,0,10400000,,71.0,1,3.0
5095,1,,9.850336287457447,6,14,9.0,150627918,17.0,12.0,16,0,10450000,,40.0,1,1.0
5096,0,1,13.650180814761438,6,7,,150967116,,7.0,7,1,10458560,,78.4,0,3.0
5097,1,1,5.63325087182368,6,2,8.0,150562136,48.0,3.0,12,0,10490000,1,80.0,1,2.0
5098,1,1,8.980798779016638,6,10,9.0,150925351,17.0,15.0,24,0,10490000,0,37.0,1,1.0
5099,1,1,12.801702852903832,6,2,12.0,148111705,21.0,16.0,20,0,10500000,1,43.0,1,1.0
5100,1,0,11.493064200579877,6,13,12.0,150918388,29.0,15.0,16,0,10500000,1,51.0,1,2.0
5101,1,0,9.921361403588481,6,4,9.5,145385875,32.4,22.0,16,0,10500000,0,53.9,1,2.0
5102,1,0,23.53202366505524,6,6,10.5,149673315,42.0,4.0,17,0,10500000,,75.0,1,3.0
5103,1,1,13.650180814761438,6,2,,150967038,,7.0,7,1,4905440,,34.4,0,1.0
5104,0,1,26.286867995369835,6,2,,150494695,26.2,15.0,17,1,2664707,,26.2,1,1.0
5105,0,1,10.5446825492806,6,40,40.0,21436673,165.0,8.0,40,0,66500000,,256.0,1,5.0
5106,1,1,25.523827769341004,6,3,10.0,148318270,40.0,21.0,3,0,10500000,,66.0,1,2.0
5107,1,0,25.152768131876147,6,6,10.5,149883868,46.2,10.0,12,0,10500000,,77.0,1,3.0
5108,1,0,8.981225400982199,6,12,9.0,149690075,14.3,3.0,17,0,10500000,,35.7,1,1.0
5109,1,,10.99175538592673,6,18,11.0,150296851,17.4,22.0,24,0,10500000,,44.0,1,1.0
5110,0,1,9.657623185654026,6,1,12.0,149035681,35.0,15.0,9,0,10500000,0,54.0,1,2.0
5111,1,0,12.930078940752889,6,7,6.0,150236595,44.0,8.0,9,0,10500000,1,64.0,1,3.0
5112,1,,10.903172665263503,6,12,11.5,149608693,22.4,20.0,12,0,10500000,,53.0,1,1.0
5113,1,0,20.65697072452434,6,17,,149420946,45.3,12.0,17,0,10500000,,74.3,1,3.0
5114,1,1,9.99600042919446,6,9,8.0,150940027,33.0,1.0,14,0,10500000,0,53.0,0,2.0
5115,1,0,8.9156374059569,6,5,7.5,150499087,19.0,5.0,17,0,10500000,1,38.0,1,1.0
5116,1,0,15.127639958896008,6,16,10.0,140321965,32.0,6.0,17,0,10550000,1,54.0,1,2.0
5117,1,1,21.856602000114982,6,7,15.1,150689696,47.0,15.0,31,1,10589623,,91.7,1,3.0
5118,1,0,12.987115431097852,6,8,6.0,149653848,43.0,8.0,9,0,10600000,1,59.0,1,3.0
5119,1,1,12.268987267844656,6,4,,150024058,,1.0,20,1,10609150,,54.1,1,1.0
5120,0,0,12.586679771765786,6,9,,150529475,71.7,11.0,15,1,10683000,,71.7,1,3.0
5121,1,0,13.193655512680317,6,2,7.1,147762900,44.3,12.0,9,0,10700000,,64.3,1,3.0
5122,1,0,23.369837363255403,6,14,10.0,150100303,44.0,3.0,22,0,10700000,1,77.0,1,3.0
5123,1,1,21.06018853294513,6,16,12.7,150426193,33.2,10.0,16,0,10700000,1,63.4,1,2.0
5124,1,0,16.005104726793405,6,8,7.0,142101328,35.0,22.0,9,0,10700000,1,54.0,1,3.0
5125,1,1,23.46909882077079,6,7,9.0,149890025,35.0,5.0,8,0,10700000,1,61.0,1,2.0
5126,1,0,12.297604390587209,6,7,10.0,16555372,34.0,6.0,17,0,10700000,0,59.0,1,2.0
5127,0,1,12.268987267844656,6,13,,148268883,,3.0,20,1,10742151,,51.2,0,1.0
5128,1,0,20.974304667895773,6,15,10.1,47562057,45.0,5.0,17,0,10800000,,73.9,1,3.0
5129,1,1,9.850336287457447,6,12,8.7,150099915,16.8,15.0,14,0,10800000,1,38.0,1,1.0
5130,1,1,7.328353555950161,6,5,5.8,30210286,34.0,2.0,5,0,10800000,1,51.9,1,3.0
5131,0,1,12.216987549476698,7,2,4.7,150508040,30.9,5.0,26,1,10768880,,45.4,1,2.0
5132,0,1,6.38203484923589,7,19,17.0,150530448,49.0,5.0,53,0,43531961,0,97.0,0,2.0
5133,1,1,6.444602997510218,7,4,9.0,151051887,18.0,2.0,19,1,14720360,,56.1,1,2.0
5134,0,,21.082244084296487,7,3,,150797948,15.0,26.0,3,0,1399222,1,15.2,0,1.0
5135,0,1,20.61863630310753,7,3,5.0,150835717,10.3,15.0,3,1,1399333,,15.3,0,1.0
5136,0,1,20.61863630310753,7,1,,150799670,20.0,17.0,3,1,1599111,,20.1,0,1.0
5137,0,1,20.74160134837141,7,1,5.0,150859901,15.4,23.0,3,0,1599444,1,20.4,0,1.0
5138,0,1,19.544676466518276,7,3,6.0,151001204,32.1,15.0,3,0,2999111,1,38.1,0,2.0
5139,1,,18.327209287875114,7,9,,150923507,,5.0,25,1,3513120,,33.8,0,1.0
5140,1,,18.327209287875114,7,15,,151064156,,5.0,25,1,3563700,,33.9,0,1.0
5141,1,0,31.360085931643823,7,7,9.0,149554284,21.0,25.0,12,0,3600000,1,37.0,0,1.0
5142,1,,18.327209287875114,7,23,,151064173,,5.0,25,1,3642280,,34.0,0,1.0
5143,1,,18.327209287875114,7,2,,151064184,,5.0,25,1,3687222,,38.2,0,1.0
5144,1,,18.327209287875114,7,3,,151064221,,5.0,25,1,3756660,,38.1,0,1.0
5145,1,0,18.327209287875114,7,3,10.6,150966749,14.4,10.0,25,1,3841914,,38.2,0,1.0
5146,1,,18.327209287875114,7,5,,150923485,,5.0,25,1,3844932,,38.2,0,1.0
5147,1,,18.327209287875114,7,4,,151064186,,5.0,25,1,3854992,,38.3,0,1.0
5148,1,,18.327209287875114,7,5,,151064143,,5.0,25,1,3857004,,38.3,0,1.0
5149,1,0,18.327209287875114,7,5,10.6,150966779,14.4,10.0,25,1,3857004,,38.3,0,1.0
5150,1,,18.327209287875114,7,6,,150994940,,5.0,25,1,3872992,,38.1,0,1.0
5151,1,,18.327209287875114,7,19,,151064248,,5.0,25,1,3885172,,38.6,0,1.0
5152,1,0,18.327209287875114,7,6,10.6,150966666,14.4,10.0,25,1,3885184,,38.2,0,1.0
5153,1,0,18.327209287875114,7,19,10.6,150966941,14.4,10.0,21,1,3885172,,38.6,0,1.0
5154,1,0,24.84308552018004,7,9,10.0,150415529,21.0,15.0,12,0,3890000,,37.0,0,1.0
5155,1,,18.327209287875114,7,17,,151064243,,5.0,25,1,3893220,,38.7,0,1.0
5156,1,0,18.327209287875114,7,17,10.6,150966718,14.5,10.0,21,1,3893220,,38.7,0,1.0
5157,1,0,18.327209287875114,7,9,10.6,150966772,14.4,10.0,25,1,3896360,,38.4,0,1.0
5158,1,,18.327209287875114,7,12,,151064197,,5.0,25,1,3949074,,38.5,0,1.0
5159,1,1,9.378512925167442,7,15,24.7,49529724,86.1,22.0,18,0,51000000,0,152.8,1,4.0
5160,0,,11.17479046583205,7,4,,150829900,,10.0,22,1,12569450,,65.5,0,2.0
5161,1,1,9.30139223037411,7,17,16.0,151000291,59.0,7.0,21,0,29500000,0,107.0,0,3.0
5162,1,0,18.327209287875114,7,3,10.6,150966829,14.5,10.0,16,1,3951126,,38.5,0,1.0
5163,1,,18.327209287875114,7,4,,151064081,,5.0,16,1,3959334,,38.6,0,1.0
5164,1,0,18.327209287875114,7,11,10.6,150966801,14.5,10.0,25,1,3959334,,38.6,0,1.0
5165,1,0,18.327209287875114,7,19,10.6,150966816,14.4,10.0,25,1,3971646,,38.7,0,1.0
5166,1,,18.327209287875114,7,24,,151064214,,5.0,25,1,4038606,,38.6,0,1.0
5167,1,0,18.327209287875114,7,21,10.6,150966793,14.4,10.0,25,1,4038606,,38.6,0,1.0
5168,1,0,18.327209287875114,7,21,10.6,150966379,14.4,10.0,25,1,4041744,,38.6,0,1.0
5169,1,,18.327209287875114,7,23,,150923557,,5.0,25,1,4046974,,38.7,0,1.0
5170,1,0,18.327209287875114,7,23,10.6,150966856,14.5,10.0,25,1,4046974,,38.7,0,1.0
5171,1,0,18.327209287875114,7,21,10.6,150966724,14.4,10.0,25,1,4052204,,38.7,0,1.0
5172,1,1,18.757924830236966,7,8,,150457683,22.0,,19,1,4064358,,35.0,,1.0
5173,1,0,18.327209287875114,7,6,10.6,150966776,14.5,10.0,16,1,4113694,,38.6,0,1.0
5174,1,1,18.757924830236966,7,3,10.4,149958193,14.9,15.0,9,1,4137523,,36.8,0,1.0
5175,1,1,25.268907021155357,7,2,7.5,150513381,20.0,,5,0,4150000,,34.6,,1.0
5176,1,0,18.327209287875114,7,11,10.6,150966956,14.4,10.0,16,1,4154436,,38.6,0,1.0
5177,1,0,18.327209287875114,7,14,10.7,150966783,14.6,10.0,16,1,4156588,,38.6,0,1.0
5178,1,0,18.327209287875114,7,12,10.6,150966812,14.4,10.0,16,1,4165196,,38.7,0,1.0
5179,0,1,13.67687611262478,7,5,3.7,149342963,13.0,10.0,9,0,4350000,1,21.4,0,1.0
5180,0,0,25.559596020211735,7,1,7.0,148532599,22.3,13.0,9,0,4400000,,36.6,0,2.0
5181,0,1,10.819921275323177,7,1,5.0,50305513,17.0,10.0,5,0,4400000,1,28.0,0,1.0
5182,1,1,18.64213371123173,7,2,10.0,150605946,15.4,,17,1,4404580,,38.0,,1.0
5183,1,1,18.757924830236966,7,2,15.3,149958081,12.0,15.0,13,1,4452335,,39.6,0,1.0
5184,1,1,18.757924830236966,7,10,10.0,149958201,15.4,15.0,12,1,4463746,,38.0,0,1.0
5185,0,,20.451048774879222,7,3,6.0,151035468,54.0,,3,0,4499111,1,60.0,,3.0
5186,0,0,17.246117315990876,7,5,6.0,149881026,19.0,10.0,9,0,4500000,1,33.1,0,1.0
5187,0,1,6.602273702052951,7,14,,150518122,35.0,13.0,24,1,14300000,,63.5,1,2.0
5188,1,1,8.614137026726455,7,12,,150164118,1.0,28.0,17,0,64900000,0,124.0,1,4.0
5189,1,1,9.502247486656739,7,23,18.0,150758631,96.5,10.0,24,0,67788000,1,161.4,0,3.0
5190,1,1,17.857495268795077,7,3,6.0,148314136,19.0,15.0,4,0,4500000,,32.0,0,1.0
5191,0,1,10.819921275323177,7,1,4.0,147510772,17.5,20.0,5,0,4500000,,26.0,1,1.0
5192,0,,13.360609874091873,7,1,6.0,149299110,20.0,5.0,5,0,4500000,1,31.5,0,1.0
5193,1,1,18.757924830236966,7,10,10.0,149553224,15.4,30.0,11,1,4577580,,37.8,0,1.0
5194,1,1,18.757924830236966,7,2,12.0,149553243,15.3,30.0,16,1,4590036,,39.6,0,1.0
5195,1,0,16.384052794497855,7,15,8.6,149422554,17.5,10.0,25,1,4651080,,33.9,0,1.0
5196,0,0,14.580827915156227,7,1,9.0,150650527,20.0,10.0,16,0,4700000,1,37.0,0,1.0
5197,1,1,18.757924830236966,7,6,12.0,149498692,15.3,30.0,14,1,4747120,,39.2,0,1.0
5198,1,1,18.757924830236966,7,9,12.0,149553239,15.3,30.0,12,1,4747120,,39.2,0,1.0
5199,1,0,12.379957426872327,7,4,6.0,149724073,16.0,15.0,5,0,4750000,1,30.0,1,1.0
5200,1,1,12.536515040118061,7,4,,150459678,15.0,29.0,24,1,4754920,,26.5,1,1.0
5201,1,1,18.234964156177263,7,3,5.5,150784968,19.1,12.0,5,0,4800000,1,31.1,0,1.0
5202,1,1,18.757924830236966,7,12,10.5,150733287,15.0,10.0,16,1,4800000,,37.0,0,1.0
5203,1,0,17.072330057168056,7,11,8.0,150921945,19.0,10.0,17,0,4850000,,38.0,0,1.0
5204,1,0,17.072330057168056,7,7,8.0,150447578,19.0,,14,0,4850000,0,38.0,,1.0
5205,1,1,25.737939324800806,7,9,12.0,149861291,30.0,18.0,17,0,4900000,0,47.0,0,2.0
5206,0,0,20.551277608760618,7,3,8.5,149815117,20.5,20.0,14,0,4900000,1,39.1,0,1.0
5207,1,,18.327209287875114,7,2,,151064219,,5.0,25,1,4943745,,54.0,0,2.0
5208,1,0,16.384052794497855,7,17,8.5,147934533,17.2,10.0,25,1,4951690,,34.7,0,1.0
5209,1,0,16.384052794497855,7,13,8.5,150507725,17.2,10.0,25,1,4952610,,35.1,0,1.0
5210,1,0,13.86226227449105,7,4,6.0,143122285,18.0,15.0,5,0,4990000,1,30.0,1,1.0
5211,1,,12.941662016736226,7,3,6.0,151056459,19.5,5.0,5,0,5000000,,33.0,0,1.0
5212,0,1,18.125313222963683,7,4,6.0,139011370,28.0,20.0,4,0,5000000,1,43.0,0,2.0
5213,0,1,13.47231518954841,7,1,8.0,150798545,18.0,10.0,5,0,5000000,1,36.0,0,1.0
5214,0,0,17.53556399709444,7,1,10.0,150391255,19.0,15.0,17,0,5050000,1,39.0,0,1.0
5215,1,1,8.55509722154853,7,7,30.0,147468306,134.0,,22,0,70000000,1,192.0,,4.0
5216,1,,8.537362195635218,7,6,15.0,150153106,45.0,10.0,15,0,35692384,,73.0,1,2.0
5217,0,,7.850246839022638,7,3,,151005696,,7.0,,1,8854000,,46.6,1,1.0
5218,0,0,20.068167316686335,7,2,9.0,149555901,21.0,15.0,14,0,5050000,1,38.0,0,1.0
5219,1,0,18.47674311292806,7,6,7.3,150850251,19.1,20.0,17,1,5078000,,37.7,0,1.0
5220,1,0,18.47674311292806,7,6,7.3,150850248,19.1,20.0,17,1,5092000,,37.8,0,1.0
5221,0,0,8.76630575235678,7,1,6.0,149248377,16.0,5.0,5,0,5099000,1,30.0,1,1.0
5222,0,0,9.661006683992417,7,1,6.0,150890487,20.0,,5,0,5100000,,33.0,,1.0
5223,1,1,10.4918591319506,7,5,5.5,150072457,16.0,10.0,5,0,5100000,1,28.9,0,1.0
5224,1,0,18.47674311292806,7,6,7.3,150850265,19.1,20.0,17,1,5105000,,37.9,0,1.0
5225,1,0,16.384052794497855,7,2,10.2,147002584,24.4,10.0,25,1,5133960,,46.8,0,1.0
5226,0,0,13.154991551480558,7,9,7.0,149414709,20.0,,9,0,5150000,1,33.0,,1.0
5227,0,0,14.862625227035963,7,7,11.0,149937933,16.0,,12,0,5150000,,36.0,,1.0
5228,1,0,12.379957426872327,7,2,6.5,151036689,20.0,24.0,5,0,5190000,0,33.0,1,1.0
5229,1,,10.924816527212904,7,4,6.0,149477899,19.0,15.0,5,0,5200000,1,32.0,1,1.0
5230,0,0,17.370355510491184,7,5,6.0,150110110,30.0,15.0,12,0,5200000,0,45.5,0,2.0
5231,0,0,14.640035498349784,7,3,7.1,149981876,18.0,,9,0,5200000,1,34.0,,1.0
5232,1,,18.327209287875114,7,2,,151064183,,5.0,25,1,5218075,,57.3,0,2.0
5233,1,0,16.384052794497855,7,1,10.1,149310010,24.4,10.0,25,1,5234800,,46.0,0,1.0
5234,1,0,18.327209287875114,7,8,9.2,150965921,30.1,10.0,21,1,5250565,,54.4,0,2.0
5235,0,1,12.704780218262748,7,1,12.3,150130229,42.1,28.0,5,0,5300000,,55.4,1,1.0
5236,1,0,14.854814062544653,7,11,10.0,149941386,19.0,7.0,16,0,5300000,,35.0,1,1.0
5237,0,0,20.489925527357215,7,5,10.0,148877255,16.0,,17,0,5300000,,36.0,,1.0
5238,1,,18.327209287875114,7,12,,150923673,,5.0,25,1,5323500,,54.6,0,2.0
5239,1,0,16.384052794497855,7,4,10.1,146999750,24.4,10.0,25,1,5328900,,46.5,0,1.0
5240,1,0,18.327209287875114,7,20,9.2,150966827,30.1,10.0,21,1,5342025,,54.8,0,2.0
5241,1,,20.952874692081476,7,4,10.2,149839762,20.0,15.0,17,0,5350000,0,40.2,0,1.0
5242,1,0,18.061101417025778,7,6,10.0,150828375,16.0,5.0,16,0,5400000,1,36.0,0,1.0
5243,1,1,7.830689736410814,7,2,15.3,150338409,36.5,7.0,22,1,12103000,,66.5,1,2.0
5244,1,1,13.285839848437845,7,13,19.8,148452524,95.6,7.0,16,0,44250000,1,168.1,1,3.0
5245,1,1,16.114798735961692,7,1,,151053728,,15.0,8,0,46820000,0,123.4,1,3.0
5246,1,0,15.272418717963927,7,7,6.7,138152417,30.9,20.0,10,0,5400000,1,48.7,0,2.0
5247,1,0,16.850754158518363,7,9,10.0,150955579,20.0,,12,0,5400000,1,35.0,,1.0
5248,0,1,6.602273702052951,7,19,,149268119,18.0,15.0,24,1,5460840,,28.8,1,1.0
5249,0,0,20.627412066945553,7,3,9.2,151013994,14.0,20.0,17,0,5470000,0,36.0,0,1.0
5250,1,0,18.327209287875114,7,3,13.1,150966853,32.0,10.0,25,1,5498863,,57.3,0,2.0
5251,1,0,13.549185906639446,7,7,8.0,149776160,19.0,15.0,17,0,5500000,0,38.0,0,1.0
5252,0,,8.07165566330161,7,1,2.2,150892883,18.0,10.0,5,0,5500000,0,26.9,1,1.0
5253,0,0,10.692754299121976,7,3,7.0,150977747,18.7,15.0,9,0,5500000,0,32.6,1,1.0
5254,0,,8.07165566330161,7,1,2.2,150892682,18.0,10.0,5,0,5500000,0,26.9,1,1.0
5255,1,,20.352927074024898,7,8,9.0,150877901,21.0,,14,0,5500000,1,39.0,,1.0
5256,1,,27.62434075161963,7,12,10.0,150935202,30.5,,17,0,5500000,,51.5,,2.0
5257,1,1,12.042948889375374,7,4,6.0,150544254,20.0,12.0,5,0,5500000,1,31.0,1,1.0
5258,0,0,11.60243476719708,7,1,7.0,149324011,,10.0,9,0,5500000,0,33.0,1,1.0
5259,1,,18.327209287875114,7,5,,151064224,,5.0,25,1,5503680,,60.5,0,2.0
5260,1,0,18.327209287875114,7,3,13.1,150966800,31.6,10.0,25,1,5503665,,57.3,0,2.0
5261,1,0,16.384052794497855,7,6,10.2,147000395,24.4,10.0,25,1,5508240,,47.2,0,1.0
5262,1,,18.327209287875114,7,5,,151064142,,5.0,25,1,5510388,,57.4,0,2.0
5263,1,0,18.327209287875114,7,5,13.1,150966295,31.6,10.0,25,1,5518073,,57.5,0,2.0
5264,1,,18.327209287875114,7,6,,151064188,,5.0,25,1,5519033,,57.5,0,2.0
5265,1,0,18.327209287875114,7,6,13.1,150966559,31.6,10.0,25,1,5519033,,57.5,0,2.0
5266,1,,18.327209287875114,7,6,,150923580,,5.0,25,1,5530559,,57.6,0,2.0
5267,1,0,18.327209287875114,7,6,13.1,150966713,31.6,10.0,25,1,5530559,,57.6,0,2.0
5268,1,0,14.62228489589499,7,5,7.0,149683745,17.0,10.0,12,0,5550000,,39.0,0,1.0
5269,1,,18.327209287875114,7,10,,151064193,,5.0,25,1,5552650,,57.8,0,2.0
5270,1,0,18.327209287875114,7,8,13.1,150966865,31.6,10.0,25,1,5552651,,57.8,0,2.0
5271,1,1,12.882503703710475,7,3,,151029357,109.0,10.0,14,1,24463022,,109.0,0,3.0
5272,1,1,6.444602997510218,7,2,9.0,151051846,18.0,2.0,19,1,7180800,,27.5,1,1.0
5273,1,0,13.737013010676469,7,2,8.5,147704685,15.3,20.0,24,1,6172640,,35.7,0,1.0
5274,1,0,18.327209287875114,7,8,13.1,150966945,31.6,10.0,25,1,5564177,,57.9,0,2.0
5275,1,0,18.327209287875114,7,21,10.9,150966868,32.0,10.0,21,1,5585580,,61.4,0,2.0
5276,1,0,16.384052794497855,7,19,8.0,150507563,29.1,10.0,25,1,5590200,,46.2,0,2.0
5277,1,0,21.14972036724686,7,5,10.0,149626095,19.7,50.0,22,0,5600000,1,37.7,1,1.0
5278,1,0,14.784875964194542,7,10,6.0,150930173,28.7,10.0,14,0,5600000,1,47.9,0,2.0
5279,1,0,12.075854232516873,7,10,6.1,148947709,24.0,,12,0,5600000,,39.0,,2.0
5280,0,0,6.269474011728356,7,1,6.0,42809796,21.7,2.0,9,0,5600000,1,32.1,1,1.0
5281,0,1,16.642783091122467,7,1,7.0,149508616,30.0,5.0,12,0,5600000,1,44.0,0,2.0
5282,1,1,13.540239936753869,7,5,6.1,148015567,28.6,29.0,5,0,5600000,1,41.9,1,2.0
5283,1,0,16.384052794497855,7,1,8.0,149686071,29.1,10.0,25,1,5602500,,45.0,0,2.0
5284,1,0,18.327209287875114,7,9,13.1,150966714,31.6,10.0,25,1,5609490,,57.8,0,2.0
5285,1,,18.327209287875114,7,3,,150923361,,5.0,16,1,5614245,,59.4,0,2.0
5286,1,0,18.327209287875114,7,14,13.1,150966982,31.8,10.0,25,1,5625018,,58.0,0,2.0
5287,1,0,18.327209287875114,7,12,13.1,150966960,31.8,10.0,25,1,5636664,,58.1,0,2.0
5288,1,1,16.83988940837227,7,16,9.0,149426335,21.0,,17,0,5650000,,38.0,,1.0
5289,1,0,6.078677557880867,7,7,6.0,150968839,21.5,20.0,9,0,5650000,1,32.0,1,1.0
5290,1,1,19.32560458527432,7,10,7.0,150819008,19.0,10.0,17,0,5650000,0,37.0,0,1.0
5291,1,,18.327209287875114,7,15,,151064157,,5.0,25,1,5651602,,57.6,0,2.0
5292,1,0,18.327209287875114,7,13,13.1,150966821,32.1,10.0,25,1,5651602,,57.6,0,2.0
5293,1,,18.327209287875114,7,16,,151064201,,5.0,25,1,5657044,,58.3,0,2.0
5294,1,0,18.327209287875114,7,20,13.1,150966957,31.8,10.0,25,1,5657045,,58.3,0,2.0
5295,1,,18.327209287875114,7,19,,151064168,,5.0,25,1,5661407,,57.7,0,2.0
5296,1,0,16.550582233306017,7,5,7.0,150886918,29.3,15.0,12,0,5690000,0,49.2,0,2.0
5297,0,1,7.75102611436053,7,1,6.0,23330256,19.0,3.0,5,0,5690000,1,29.0,1,1.0
5298,1,0,14.864430176832242,7,2,10.0,148960466,21.0,10.0,16,0,5700000,0,42.0,0,1.0
5299,0,1,14.033143377807736,7,21,22.2,150206275,102.4,1.0,22,0,82857320,1,164.0,0,
5300,1,0,14.064062637803852,7,10,11.0,148387758,45.0,,22,0,12900000,,76.0,,3.0
5301,1,0,13.001807927641517,7,11,8.3,150130736,19.0,15.0,17,0,8900000,1,39.0,1,1.0
5302,1,0,14.864430176832242,7,2,10.0,149203817,21.0,10.0,16,0,5700000,0,42.0,0,1.0
5303,0,1,10.639502170533046,7,1,8.0,148893365,20.0,16.0,5,0,5700000,1,34.0,1,1.0
5304,1,0,19.311930357873717,7,5,8.0,151031948,19.0,15.0,17,0,5700000,1,36.5,0,1.0
5305,1,,18.327209287875114,7,6,,150923453,,5.0,16,1,5716175,,57.7,0,2.0
5306,1,0,18.327209287875114,7,6,12.9,150966844,27.8,10.0,16,1,5716176,,57.7,0,2.0
5307,1,,18.327209287875114,7,10,,150923403,,5.0,16,1,5737966,,57.9,0,2.0
5308,0,0,14.035643902936208,7,9,7.0,149855225,20.0,20.0,9,0,5800000,1,35.0,1,1.0
5309,1,0,9.870811896116836,7,11,7.7,150694264,16.7,,12,0,5800000,0,31.8,,1.0
5310,1,0,13.558785630326144,7,2,6.6,148304204,17.8,19.0,12,0,5800000,1,36.0,0,1.0
5311,0,1,13.695120843462018,7,1,5.5,150828480,28.0,15.0,5,0,5800000,0,41.0,1,2.0
5312,1,0,14.603742292672742,7,7,6.7,150728116,18.0,10.0,12,0,5800000,1,32.0,0,1.0
5313,1,,18.327209287875114,7,21,,150923550,,5.0,25,1,5830914,,58.3,0,2.0
5314,1,0,12.715720612113763,7,6,6.0,149041301,27.0,5.0,9,0,5850000,1,39.0,0,2.0
5315,1,,12.056783798756678,7,7,10.0,149100567,20.0,20.0,12,0,5850000,0,36.0,1,1.0
5316,1,0,14.733221537500556,7,9,8.0,150876146,20.0,15.0,17,0,5900000,,38.2,0,1.0
5317,1,0,16.384052794497855,7,2,8.0,147000102,29.1,10.0,25,1,5904710,,46.9,0,2.0
5318,1,1,25.853518839042454,7,3,6.0,149068448,30.0,,5,0,5950000,1,43.3,,2.0
5319,1,1,9.194839317282868,7,6,7.5,140913691,18.0,5.0,9,0,5950000,1,32.0,1,1.0
5320,1,,13.837526542830544,7,11,10.0,150640688,19.1,,16,0,5950000,1,38.0,,1.0
5321,1,0,16.384052794497855,7,3,8.0,150507722,29.1,10.0,25,1,5956650,,46.5,0,2.0
5322,0,1,11.821959195389173,7,6,,150204622,19.0,,7,0,5990000,,36.0,,1.0
5323,1,0,10.299170486123229,7,2,6.0,48731620,19.0,10.0,5,0,6000000,1,31.0,0,1.0
5324,0,,14.56373908115365,7,3,6.0,37588672,28.9,,9,0,6000000,1,46.3,,2.0
5325,1,0,14.330943033984743,7,6,10.0,150645864,20.0,10.0,14,0,6000000,1,39.0,0,1.0
5326,0,1,12.161414804910644,7,6,,150099029,,7.0,7,0,6000000,,36.3,0,1.0
5327,1,1,11.228715197622144,7,3,5.4,150488139,28.9,9.0,9,0,6950000,1,45.1,1,2.0
5328,0,,8.55509722154853,7,10,,149728772,1.0,,22,0,54000000,,103.0,,2.0
5329,1,0,19.768044501027138,7,7,9.2,150808803,32.0,,17,0,7350000,1,53.5,,2.0
5330,0,1,12.161414804910644,7,5,,149652386,,8.0,7,0,6000000,,36.0,0,3.0
5331,0,1,11.821959195389173,7,6,,150090371,21.3,15.0,7,0,6000000,0,36.3,0,1.0
5332,0,1,11.821959195389173,7,6,,150093722,21.3,15.0,7,0,6000000,0,35.9,0,1.0
5333,1,1,11.638363345535286,7,7,6.0,148907277,26.0,15.0,9,0,6050000,,35.0,1,2.0
5334,0,,14.56373908115365,7,4,6.5,149370882,29.5,5.0,9,0,6090000,1,46.0,0,2.0
5335,1,1,10.836454689523423,7,5,5.0,50983068,28.0,,5,0,6100000,1,40.0,,2.0
5336,1,1,11.29265470623257,7,5,6.0,150831763,23.0,7.0,9,0,6100000,1,40.0,1,2.0
5337,1,1,18.757924830236966,7,4,14.9,149958188,23.8,15.0,9,1,6138825,,54.6,0,2.0
5338,0,1,18.757924830236966,7,8,14.9,149958059,23.8,15.0,11,1,6141074,,54.6,0,2.0
5339,1,1,12.679897860871545,7,1,6.0,149583993,29.0,5.0,9,0,6150000,,45.0,0,2.0
5340,0,1,12.216987549476698,7,3,3.4,148789143,13.2,5.0,26,1,6198300,,21.3,1,1.0
